data_id,profile_id,obsdate,preswat,tempwat,condwat,pracsal,density,optparw,flubsct,cdomflo,chlaflo,doconcs
43662,1934,2011-08-10T13:30:48Z,3,24.0778,4.4734,29.4986,1019.4749,,,,,
43663,1934,2011-08-10T13:30:54Z,4,24.0975,4.4956,29.6487,1019.5849,,,,,
43664,1934,2011-08-10T13:31:01Z,5,24.1356,4.5469,30.0011,1019.8449,,,,,
43665,1934,2011-08-10T13:31:08Z,6,24.1406,4.5601,30.0951,1019.9185,,,,,
43666,1934,2011-08-10T13:31:13Z,7,24.1385,4.5611,30.1032,1019.929,,,,,
43667,1934,2011-08-10T13:31:20Z,8,24.1139,4.5597,30.1093,1019.9452,,,,,
43668,1934,2011-08-10T13:31:28Z,9,24.0111,4.5519,30.1205,1019.9876,,,,,
43669,1934,2011-08-10T13:31:35Z,10,23.67,4.525,30.1511,1020.1144,,,,,
43670,1934,2011-08-10T13:31:43Z,11,23.2796,4.4947,30.1902,1020.2606,,,,,
43671,1934,2011-08-10T13:31:48Z,12,23.0242,4.4762,30.2254,1020.3619,,,,,
43672,1934,2011-08-10T13:31:56Z,13,21.8788,4.4024,30.4582,1020.8596,,,,,
43673,1934,2011-08-10T13:32:06Z,14,20.3298,4.3142,30.8729,1021.5936,,,,,
43674,1934,2011-08-10T13:32:16Z,15,18.3811,4.2092,31.4713,1022.5452,,,,,
43675,1934,2011-08-10T13:32:25Z,16,17.2007,4.1061,31.5114,1022.8627,,,,,
43676,1934,2011-08-10T13:32:35Z,17,15.9401,4.0034,31.6135,1023.2328,,,,,
43677,1934,2011-08-10T13:32:45Z,18,14.8636,3.9249,31.7813,1023.6008,,,,,
43678,1934,2011-08-10T13:32:55Z,19,14.5311,3.8933,31.7668,1023.6639,,,,,
43694,1935,2011-08-10T13:32:58Z,19,14.5049,3.8912,31.7693,1023.6717,,,,,
43693,1935,2011-08-10T13:33:10Z,18,14.6713,3.8809,31.5402,1023.4565,,,,,
43692,1935,2011-08-10T13:33:27Z,17,15.3203,3.9031,31.2194,1023.0663,,,,,
43691,1935,2011-08-10T13:33:47Z,16,16.4416,3.9674,30.9063,1022.5727,,,,,
43690,1935,2011-08-10T13:34:04Z,15,17.7284,4.0487,30.6208,1022.052,,,,,
43689,1935,2011-08-10T13:34:19Z,14,19.9342,4.1995,30.2398,1021.2123,,,,,
43688,1935,2011-08-10T13:34:31Z,13,21.4614,4.3146,30.0704,1020.6779,,,,,
43687,1935,2011-08-10T13:34:43Z,12,22.8447,4.4139,29.8778,1020.1497,,,,,
43686,1935,2011-08-10T13:34:58Z,11,23.3417,4.4605,29.892,1020.0157,,,,,
43685,1935,2011-08-10T13:35:13Z,10,23.6511,4.492,29.9183,1019.9429,,,,,
43684,1935,2011-08-10T13:35:28Z,9,23.9412,4.5219,29.9456,1019.8758,,,,,
43683,1935,2011-08-10T13:35:41Z,8,24.0832,4.5407,29.9895,1019.8635,,,,,
43682,1935,2011-08-10T13:35:51Z,7,24.1269,4.5499,30.0283,1019.8763,,,,,
43681,1935,2011-08-10T13:36:01Z,6,24.1356,4.5545,30.0568,1019.8908,,,,,
43680,1935,2011-08-10T13:36:11Z,5,24.1433,4.5572,30.0718,1019.8956,,,,,
43679,1935,2011-08-10T13:36:21Z,4,24.139,4.5538,30.05,1019.8762,,,,,
43695,1936,2011-08-10T13:36:29Z,4,24.1395,4.5507,30.0264,1019.8585,,,,,
43696,1936,2011-08-10T13:36:44Z,5,24.1416,4.56,30.0934,1019.9126,,,,,
43697,1936,2011-08-10T13:36:57Z,6,24.1355,4.5608,30.1034,1019.9258,,,,,
43698,1936,2011-08-10T13:37:12Z,7,24.1298,4.5612,30.1101,1019.9366,,,,,
43699,1936,2011-08-10T13:37:29Z,8,24.0727,4.5574,30.12,1019.9654,,,,,
43700,1936,2011-08-10T13:37:43Z,9,23.8677,4.5414,30.1399,1020.0444,,,,,
43701,1936,2011-08-10T13:37:53Z,10,23.6782,4.5259,30.1523,1020.1124,,,,,
43702,1936,2011-08-10T13:38:05Z,11,23.3606,4.5013,30.1847,1020.2326,,,,,
43703,1936,2011-08-10T13:38:15Z,12,22.9509,4.4718,30.2429,1020.3961,,,,,
43715,1937,2011-08-10T13:38:17Z,12,22.9807,4.4726,30.2282,1020.376,,,,,
43714,1937,2011-08-10T13:38:27Z,11,23.3908,4.4967,30.1294,1020.1808,,,,,
43713,1937,2011-08-10T13:38:37Z,10,23.6155,4.5128,30.0977,1020.0894,,,,,
43712,1937,2011-08-10T13:38:48Z,9,23.807,4.5271,30.0744,1020.0125,,,,,
43711,1937,2011-08-10T13:39:03Z,8,24.0497,4.5479,30.0653,1019.9303,,,,,
43710,1937,2011-08-10T13:39:15Z,7,24.1267,4.5566,30.0781,1019.9134,,,,,
43709,1937,2011-08-10T13:39:25Z,6,24.1386,4.5593,30.0902,1019.9157,,,,,
43708,1937,2011-08-10T13:39:38Z,5,24.1436,4.5608,30.0984,1019.916,,,,,
43707,1937,2011-08-10T13:39:53Z,4,24.1316,4.5505,30.0307,1019.8633,,,,,
43706,1937,2011-08-10T13:40:08Z,3,24.0683,4.5052,29.7394,1019.6571,,,,,
43705,1937,2011-08-10T13:40:22Z,2,23.9355,4.4558,29.463,1019.4831,,,,,
43704,1937,2011-08-10T13:40:30Z,1,23.8771,4.4274,29.2924,1019.3686,,,,,
43716,1938,2011-08-10T14:16:34Z,3,24.0154,4.4535,29.3932,1019.4109,,,,,
43717,1938,2011-08-10T14:16:46Z,4,24.1361,4.5376,29.9326,1019.7881,,,,,
43718,1938,2011-08-10T14:16:58Z,5,24.1756,4.5631,30.0937,1019.9031,,,,,
43719,1938,2011-08-10T14:17:07Z,6,24.1388,4.5623,30.1124,1019.9325,,,,,
43720,1938,2011-08-10T14:17:14Z,7,24.1162,4.5609,30.1165,1019.9458,,,,,
43721,1938,2011-08-10T14:17:21Z,8,24.0651,4.557,30.1221,1019.9688,,,,,
43722,1938,2011-08-10T14:17:30Z,9,23.8953,4.5437,30.1382,1020.0342,,,,,
43723,1938,2011-08-10T14:17:39Z,10,23.6812,4.527,30.1587,1020.1157,,,,,
43724,1938,2011-08-10T14:17:49Z,11,23.2917,4.4986,30.2116,1020.2719,,,,,
43725,1938,2011-08-10T14:17:59Z,12,22.5566,4.452,30.3645,1020.5986,,,,,
43726,1938,2011-08-10T14:18:09Z,13,22.1075,4.4178,30.4158,1020.7663,,,,,
43727,1938,2011-08-10T14:18:19Z,14,20.9013,4.3469,30.7194,1021.3265,,,,,
43728,1938,2011-08-10T14:18:29Z,15,17.6187,4.1763,31.7893,1022.9691,,,,,
43729,1938,2011-08-10T14:18:39Z,16,15.3064,3.9798,31.9147,1023.599,,,,,
43730,1938,2011-08-10T14:18:50Z,17,14.9739,3.9181,31.6305,1023.4576,,,,,
43731,1938,2011-08-10T14:18:59Z,18,14.9464,3.9052,31.5373,1023.3953,,,,,
43747,1939,2011-08-10T14:19:01Z,18,14.8923,3.9016,31.5482,1023.4159,,,,,
43746,1939,2011-08-10T14:19:14Z,17,14.9201,3.8924,31.4432,1023.3249,,,,,
43745,1939,2011-08-10T14:19:31Z,16,15.0933,3.896,31.3365,1023.2007,,,,,
43744,1939,2011-08-10T14:19:46Z,15,15.5321,3.907,31.0866,1022.909,,,,,
43743,1939,2011-08-10T14:19:59Z,14,18.3827,4.0526,30.1683,1021.5396,,,,,
43742,1939,2011-08-10T14:20:11Z,13,21.2581,4.2828,29.9634,1020.653,,,,,
43741,1939,2011-08-10T14:20:24Z,12,21.9948,4.3516,29.9856,1020.4661,,,,,
43740,1939,2011-08-10T14:20:34Z,11,22.7506,4.4142,29.9443,1020.2218,,,,,
43739,1939,2011-08-10T14:20:42Z,10,23.291,4.4623,29.9397,1020.0629,,,,,
43738,1939,2011-08-10T14:20:52Z,9,23.5994,4.4925,29.9576,1019.9841,,,,,
43737,1939,2011-08-10T14:21:02Z,8,23.8603,4.5185,29.9752,1019.9182,,,,,
43736,1939,2011-08-10T14:21:14Z,7,24.0821,4.5422,30.002,1019.8693,,,,,
43735,1939,2011-08-10T14:21:26Z,6,24.1262,4.5506,30.0347,1019.8766,,,,,
43734,1939,2011-08-10T14:21:39Z,5,24.1346,4.5543,30.0564,1019.886,,,,,
43733,1939,2011-08-10T14:21:49Z,4,24.1454,4.5558,30.0607,1019.8818,,,,,
43732,1939,2011-08-10T14:21:57Z,3,24.0985,4.5269,29.879,1019.7545,,,,,
43748,1940,2011-08-10T14:22:06Z,3,24.091,4.5179,29.8177,1019.7103,,,,,
43749,1940,2011-08-10T14:22:22Z,4,24.1352,4.5516,30.0364,1019.8667,,,,,
43750,1940,2011-08-10T14:22:38Z,5,24.1277,4.5585,30.092,1019.9156,,,,,
43751,1940,2011-08-10T14:22:50Z,6,24.1208,4.5596,30.1047,1019.9316,,,,,
43752,1940,2011-08-10T14:23:03Z,7,24.0935,4.5585,30.1144,1019.9509,,,,,
43753,1940,2011-08-10T14:23:15Z,8,23.9997,4.552,30.1289,1019.993,,,,,
43754,1940,2011-08-10T14:23:26Z,9,23.7943,4.5366,30.1538,1020.0746,,,,,
43755,1940,2011-08-10T14:23:38Z,10,23.4189,4.5079,30.1941,1020.218,,,,,
43756,1940,2011-08-10T14:23:51Z,11,22.9787,4.4787,30.2761,1020.4096,,,,,
43757,1940,2011-08-10T14:24:01Z,12,22.1554,4.428,30.4606,1020.7826,,,,,
43758,1940,2011-08-10T14:24:11Z,13,21.6989,4.3935,30.5152,1020.9531,,,,,
43759,1940,2011-08-10T14:24:23Z,14,20.4934,4.3247,30.8394,1021.5236,,,,,
43760,1940,2011-08-10T14:24:34Z,15,17.6714,4.1826,31.7995,1022.9662,,,,,
43761,1940,2011-08-10T14:24:43Z,16,15.7731,4.025,31.9373,1023.513,,,,,
43762,1940,2011-08-10T14:24:52Z,17,14.9915,3.9231,31.6617,1023.4771,,,,,
43763,1940,2011-08-10T14:25:02Z,18,14.9431,3.906,31.5465,1023.4023,,,,,
43779,1941,2011-08-10T14:25:07Z,18,14.9583,3.9031,31.5084,1023.3696,,,,,
43778,1941,2011-08-10T14:25:18Z,17,14.9868,3.8954,31.4161,1023.2886,,,,,
43777,1941,2011-08-10T14:25:30Z,16,15.2892,3.9057,31.2669,1023.1052,,,,,
43776,1941,2011-08-10T14:25:45Z,15,16.7535,3.9759,30.7419,1022.3695,,,,,
43775,1941,2011-08-10T14:26:00Z,14,20.3162,4.2255,30.1757,1021.0652,,,,,
43774,1941,2011-08-10T14:26:15Z,13,21.5805,4.3303,30.1078,1020.6762,,,,,
43773,1941,2011-08-10T14:26:30Z,12,22.0549,4.3725,30.1045,1020.5401,,,,,
43772,1941,2011-08-10T14:26:39Z,11,23.1011,4.4508,29.9823,1020.1516,,,,,
43771,1941,2011-08-10T14:26:46Z,10,23.3973,4.4776,29.9828,1020.0641,,,,,
43770,1941,2011-08-10T14:26:54Z,9,23.7333,4.5073,29.9776,1019.9604,,,,,
43769,1941,2011-08-10T14:27:01Z,8,23.9498,4.5282,29.9872,1019.9011,,,,,
43768,1941,2011-08-10T14:27:11Z,7,24.0755,4.543,30.0119,1019.8786,,,,,
43767,1941,2011-08-10T14:27:21Z,6,24.1078,4.5489,30.0344,1019.882,,,,,
43766,1941,2011-08-10T14:27:31Z,5,24.1212,4.5526,30.0525,1019.8875,,,,,
43765,1941,2011-08-10T14:27:41Z,4,24.1064,4.5378,29.9542,1019.8132,,,,,
43764,1941,2011-08-10T14:27:48Z,3,24.0867,4.5172,29.8154,1019.711,,,,,
43780,1942,2011-08-10T14:27:51Z,3,24.081,4.5118,29.7793,1019.6855,,,,,
43781,1942,2011-08-10T14:28:03Z,4,24.1011,4.5363,29.9462,1019.8093,,,,,
43782,1942,2011-08-10T14:28:16Z,5,24.1177,4.5566,30.085,1019.9135,,,,,
43783,1942,2011-08-10T14:28:26Z,6,24.1083,4.558,30.1009,1019.9316,,,,,
43784,1942,2011-08-10T14:28:38Z,7,24.0915,4.5578,30.1105,1019.948,,,,,
43785,1942,2011-08-10T14:28:52Z,8,23.9988,4.5509,30.1215,1019.9877,,,,,
43786,1942,2011-08-10T14:29:07Z,9,23.7125,4.5294,30.1553,1020.1002,,,,,
43787,1942,2011-08-10T14:29:22Z,10,23.1959,4.4927,30.2328,1020.3111,,,,,
43788,1942,2011-08-10T14:29:34Z,11,22.2132,4.4335,30.4632,1020.7645,,,,,
43789,1942,2011-08-10T14:29:42Z,12,21.7196,4.3967,30.5255,1020.9501,,,,,
43790,1942,2011-08-10T14:29:54Z,13,20.4747,4.325,30.8546,1021.5359,,,,,
43791,1942,2011-08-10T14:30:05Z,14,17.8351,4.1644,31.5157,1022.7067,,,,,
43792,1942,2011-08-10T14:30:14Z,15,15.8076,4.0221,31.8851,1023.4618,,,,,
43793,1942,2011-08-10T14:30:23Z,16,15.2622,3.9426,31.6179,1023.3807,,,,,
43794,1942,2011-08-10T14:30:33Z,17,14.9909,3.9082,31.5278,1023.3744,,,,,
43795,1942,2011-08-10T14:30:40Z,18,14.9892,3.9006,31.4613,1023.3277,,,,,
43796,1942,2011-08-10T14:30:48Z,19,14.9643,3.8942,31.4231,1023.3083,,,,,
43813,1943,2011-08-10T14:30:58Z,19,14.9514,3.8895,31.3909,1023.2864,,,,,
43812,1943,2011-08-10T14:31:15Z,18,14.9834,3.8853,31.3283,1023.227,,,,,
43811,1943,2011-08-10T14:31:30Z,17,15.0269,3.8844,31.2858,1023.1807,,,,,
43810,1943,2011-08-10T14:31:44Z,16,15.2149,3.892,31.2036,1023.0731,,,,,
43809,1943,2011-08-10T14:31:59Z,15,15.6076,3.9071,31.0282,1022.8483,,,,,
43808,1943,2011-08-10T14:32:12Z,14,18.1097,4.0341,30.2133,1021.6453,,,,,
43807,1943,2011-08-10T14:32:21Z,13,20.7754,4.245,30.005,1020.8121,,,,,
43806,1943,2011-08-10T14:32:32Z,12,21.5648,4.3187,30.0294,1020.6161,,,,,
43805,1943,2011-08-10T14:32:43Z,11,22.4929,4.3903,29.9394,1020.289,,,,,
43804,1943,2011-08-10T14:32:53Z,10,23.2662,4.4567,29.9151,1020.0498,,,,,
43803,1943,2011-08-10T14:33:03Z,9,23.6444,4.4936,29.935,1019.9525,,,,,
43802,1943,2011-08-10T14:33:12Z,8,23.8398,4.5133,29.9507,1019.9046,,,,,
43801,1943,2011-08-10T14:33:24Z,7,24.0187,4.5333,29.9788,1019.8703,,,,,
43800,1943,2011-08-10T14:33:37Z,6,24.0784,4.5442,30.0196,1019.8791,,,,,
43799,1943,2011-08-10T14:33:50Z,5,24.0996,4.5499,30.0474,1019.8898,,,,,
43798,1943,2011-08-10T14:34:00Z,4,24.1052,4.5521,30.0599,1019.8936,,,,,
43797,1943,2011-08-10T14:34:10Z,3,24.1013,4.5398,29.9724,1019.8247,,,,,
43814,1944,2011-08-10T14:34:12Z,3,24.1056,4.5373,29.9507,1019.807,,,,,
43815,1944,2011-08-10T14:34:25Z,4,24.0988,4.549,30.0416,1019.881,,,,,
43816,1944,2011-08-10T14:34:41Z,5,24.0998,4.556,30.0925,1019.9236,,,,,
43817,1944,2011-08-10T14:34:56Z,6,24.0849,4.5564,30.1053,1019.9423,,,,,
43818,1944,2011-08-10T14:35:11Z,7,24.0359,4.5535,30.1163,1019.9696,,,,,
43819,1944,2011-08-10T14:35:24Z,8,23.8971,4.5432,30.1336,1020.0267,,,,,
43820,1944,2011-08-10T14:35:36Z,9,23.65,4.5249,30.1647,1020.1257,,,,,
43821,1944,2011-08-10T14:35:49Z,10,23.2793,4.4982,30.217,1020.2757,,,,,
43822,1944,2011-08-10T14:36:00Z,11,22.6056,4.4575,30.3731,1020.587,,,,,
43823,1944,2011-08-10T14:36:12Z,12,21.5306,4.3856,30.5735,1021.039,,,,,
43824,1944,2011-08-10T14:36:22Z,13,20.2807,4.3163,30.9286,1021.642,,,,,
43825,1944,2011-08-10T14:36:32Z,14,17.1079,4.1207,31.7126,1023.0252,,,,,
43826,1944,2011-08-10T14:36:40Z,15,15.5996,3.9905,31.7731,1023.4214,,,,,
43827,1944,2011-08-10T14:36:47Z,16,15.188,3.9358,31.6175,1023.3958,,,,,
43828,1944,2011-08-10T14:36:58Z,17,15.0369,3.9109,31.5156,1023.3555,,,,,
43829,1944,2011-08-10T14:37:05Z,18,14.8599,3.8923,31.4905,1023.3783,,,,,
43830,1944,2011-08-10T14:37:13Z,19,14.7674,3.8815,31.4674,1023.3843,,,,,
43831,1944,2011-08-10T14:37:20Z,20,14.8275,3.8802,31.407,1023.3277,,,,,
43849,1945,2011-08-10T14:37:23Z,20,14.7416,3.875,31.4291,1023.3628,,,,,
43848,1945,2011-08-10T14:37:33Z,19,14.7668,3.8726,31.3875,1023.3221,,,,,
43847,1945,2011-08-10T14:37:45Z,18,14.8348,3.8726,31.3333,1023.2623,,,,,
43846,1945,2011-08-10T14:38:01Z,17,14.9761,3.878,31.2689,1023.1777,,,,,
43845,1945,2011-08-10T14:38:13Z,16,15.2252,3.8901,31.1786,1023.0504,,,,,
43844,1945,2011-08-10T14:38:26Z,15,15.7035,3.9101,30.9797,1022.7892,,,,,
43843,1945,2011-08-10T14:38:41Z,14,18.8122,4.0907,30.1659,1021.4351,,,,,
43842,1945,2011-08-10T14:38:53Z,13,21.1443,4.2828,30.043,1020.7433,,,,,
43841,1945,2011-08-10T14:39:00Z,12,21.6081,4.3276,30.0684,1020.6353,,,,,
43840,1945,2011-08-10T14:39:08Z,11,22.8139,4.4176,29.9274,1020.1923,,,,,
43839,1945,2011-08-10T14:39:18Z,10,23.3741,4.4693,29.9363,1020.0354,,,,,
43838,1945,2011-08-10T14:39:25Z,9,23.6393,4.4944,29.9444,1019.9615,,,,,
43837,1945,2011-08-10T14:39:33Z,8,23.8732,4.5157,29.9454,1019.8914,,,,,
43836,1945,2011-08-10T14:39:43Z,7,24.037,4.5345,29.9749,1019.8617,,,,,
43835,1945,2011-08-10T14:39:53Z,6,24.0718,4.542,30.0076,1019.8718,,,,,
43834,1945,2011-08-10T14:40:01Z,5,24.0829,4.5461,30.0305,1019.882,,,,,
43833,1945,2011-08-10T14:40:11Z,4,24.0921,4.5466,30.0286,1019.8737,,,,,
43832,1945,2011-08-10T14:40:19Z,3,24.1042,4.5399,29.9712,1019.8239,,,,,
43850,1946,2011-08-10T14:40:19Z,3,24.1042,4.5399,29.9712,1019.8239,,,,,
43851,1946,2011-08-10T14:40:28Z,4,24.0925,4.5452,30.0179,1019.8649,,,,,
43852,1946,2011-08-10T14:40:42Z,5,24.0807,4.5531,30.0839,1019.923,,,,,
43853,1946,2011-08-10T14:40:56Z,6,24.0655,4.5541,30.1009,1019.9446,,,,,
43854,1946,2011-08-10T14:41:08Z,7,24.0307,4.5519,30.1077,1019.9638,,,,,
43855,1946,2011-08-10T14:41:21Z,8,23.8472,4.5378,30.1269,1020.0356,,,,,
43856,1946,2011-08-10T14:41:33Z,9,23.5383,4.5156,30.171,1020.162,,,,,
43857,1946,2011-08-10T14:41:43Z,10,23.2504,4.4938,30.204,1020.273,,,,,
43858,1946,2011-08-10T14:41:55Z,11,22.4292,4.4443,30.3955,1020.6528,,,,,
43859,1946,2011-08-10T14:42:07Z,12,21.4965,4.3817,30.5672,1021.0432,,,,,
43860,1946,2011-08-10T14:42:17Z,13,20.475,4.32,30.8154,1021.5064,,,,,
43861,1946,2011-08-10T14:42:26Z,14,18.3674,4.2024,31.4251,1022.5086,,,,,
43862,1946,2011-08-10T14:42:36Z,15,15.9338,4.0382,31.9251,1023.4647,,,,,
43863,1946,2011-08-10T14:42:45Z,16,15.2722,3.9524,31.6978,1023.4397,,,,,
43864,1946,2011-08-10T14:42:53Z,17,15.0287,3.9187,31.5919,1023.4147,,,,,
43865,1946,2011-08-10T14:43:00Z,18,14.8092,3.8937,31.5442,1023.4293,,,,,
43866,1946,2011-08-10T14:43:09Z,19,14.5094,3.8648,31.525,1023.4836,,,,,
43867,1946,2011-08-10T14:43:19Z,20,14.3367,3.848,31.5126,1023.5154,,,,,
43884,1947,2011-08-10T14:43:27Z,20,14.3263,3.8445,31.4888,1023.4984,,,,,
43883,1947,2011-08-10T14:43:42Z,19,14.5103,3.8501,31.3907,1023.3799,,,,,
43882,1947,2011-08-10T14:43:59Z,18,14.7201,3.8601,31.3129,1023.2711,,,,,
43881,1947,2011-08-10T14:44:15Z,17,15.0516,3.8772,31.201,1023.1096,,,,,
43880,1947,2011-08-10T14:44:30Z,16,15.711,3.9024,30.9056,1022.7351,,,,,
43879,1947,2011-08-10T14:44:43Z,15,18.2764,4.0499,30.2205,1021.6128,,,,,
43878,1947,2011-08-10T14:44:58Z,14,20.6458,4.2524,30.1546,1020.9641,,,,,
43877,1947,2011-08-10T14:45:11Z,13,21.3622,4.3173,30.1597,1020.7746,,,,,
43876,1947,2011-08-10T14:45:21Z,12,22.3811,4.3918,30.0271,1020.3911,,,,,
43875,1947,2011-08-10T14:45:30Z,11,23.1972,4.4567,29.9616,1020.109,,,,,
43874,1947,2011-08-10T14:45:36Z,10,23.4726,4.4814,29.9597,1020.026,,,,,
43873,1947,2011-08-10T14:45:44Z,9,23.7501,4.5058,29.9545,1019.9385,,,,,
43872,1947,2011-08-10T14:45:54Z,8,23.9458,4.5263,29.9757,1019.8933,,,,,
43871,1947,2011-08-10T14:46:03Z,7,24.0363,4.5379,30.001,1019.8822,,,,,
43870,1947,2011-08-10T14:46:13Z,6,24.0659,4.5443,30.0286,1019.8897,,,,,
43869,1947,2011-08-10T14:46:25Z,5,24.0772,4.548,30.0488,1019.8973,,,,,
43868,1947,2011-08-10T14:46:40Z,4,24.0862,4.5452,30.0223,1019.8693,,,,,
43885,1948,2011-08-10T14:46:50Z,4,24.0841,4.5467,30.0344,1019.8802,,,,,
43886,1948,2011-08-10T14:47:03Z,5,24.0777,4.5539,30.0916,1019.9295,,,,,
43887,1948,2011-08-10T14:47:15Z,6,24.0605,4.5536,30.1009,1019.946,,,,,
43888,1948,2011-08-10T14:47:27Z,7,24.0327,4.5518,30.1058,1019.9619,,,,,
43889,1948,2011-08-10T14:47:39Z,8,23.9152,4.5427,30.1177,1020.0093,,,,,
43890,1948,2011-08-10T14:47:51Z,9,23.6439,4.5224,30.1501,1020.1166,,,,,
43891,1948,2011-08-10T14:48:01Z,10,23.3402,4.5006,30.1931,1020.2393,,,,,
43892,1948,2011-08-10T14:48:14Z,11,22.7218,4.4606,30.3162,1020.5113,,,,,
43893,1948,2011-08-10T14:48:27Z,12,21.7957,4.404,30.529,1020.9328,,,,,
43894,1948,2011-08-10T14:48:37Z,13,21.1147,4.3583,30.6556,1021.217,,,,,
43895,1948,2011-08-10T14:48:47Z,14,19.2326,4.2568,31.2218,1022.1384,,,,,
43896,1948,2011-08-10T14:48:57Z,15,17.0068,4.1178,31.7665,1023.0965,,,,,
43897,1948,2011-08-10T14:49:06Z,16,15.4221,3.9782,31.8066,1023.491,,,,,
43898,1948,2011-08-10T14:49:16Z,17,15.0083,3.9219,31.6368,1023.4543,,,,,
43899,1948,2011-08-10T14:49:26Z,18,14.7574,3.8921,31.5719,1023.4624,,,,,
43900,1948,2011-08-10T14:49:35Z,19,14.4834,3.8645,31.5433,1023.5027,,,,,
43917,1949,2011-08-10T14:49:43Z,19,14.439,3.8573,31.5141,1023.4896,,,,,
43916,1949,2011-08-10T14:49:57Z,18,14.7074,3.8656,31.3725,1023.319,,,,,
43915,1949,2011-08-10T14:50:10Z,17,15.023,3.8807,31.2559,1023.1581,,,,,
43914,1949,2011-08-10T14:50:22Z,16,15.6662,3.9087,30.9977,1022.8149,,,,,
43913,1949,2011-08-10T14:50:35Z,15,17.9903,4.056,30.4853,1021.8854,,,,,
43912,1949,2011-08-10T14:50:45Z,14,20.1996,4.2247,30.2529,1021.1542,,,,,
43911,1949,2011-08-10T14:50:55Z,13,21.233,4.3078,30.176,1020.8213,,,,,
43910,1949,2011-08-10T14:51:05Z,12,21.6898,4.344,30.1388,1020.6658,,,,,
43909,1949,2011-08-10T14:51:16Z,11,22.6401,4.4144,30.0214,1020.3117,,,,,
43908,1949,2011-08-10T14:51:26Z,10,23.2839,4.4649,29.9645,1020.0835,,,,,
43907,1949,2011-08-10T14:51:36Z,9,23.5832,4.4923,29.9669,1019.996,,,,,
43906,1949,2011-08-10T14:51:46Z,8,23.842,4.5174,29.9791,1019.9255,,,,,
43905,1949,2011-08-10T14:51:54Z,7,23.9471,4.529,29.9951,1019.9038,,,,,
